year,provider,mission_type,budget_billion,success_rate,country
2008,UK,Unmanned,29.68,0.57,UK
2021,Japan,Unmanned,22.78,0.69,Japan
2005,Japan,Unmanned,42.07,0.93,Japan
2018,China,Manned,17.39,1.0,China
2021,Russia,Unmanned,35.09,0.52,Russia
2022,UK,Manned,46.12,0.58,UK
2004,UAE,Unmanned,15.8,0.52,UAE
2013,UK,Unmanned,36.57,0.82,UK
2013,UAE,Unmanned,13.39,0.54,UAE
2005,China,Unmanned,8.56,0.56,China
2023,China,Unmanned,3.15,0.77,China
2023,Israel,Manned,42.57,0.88,Israel
2021,Germany,Unmanned,49.14,0.94,Germany
2007,Russia,Unmanned,31.49,0.91,Russia
2023,France,Manned,3.9,0.69,France
2016,China,Manned,45.03,0.91,China
2010,UAE,Manned,46.12,0.91,UAE
2008,Russia,Manned,44.72,0.86,Russia
2025,Russia,Manned,9.3,0.85,Russia
2025,UK,Manned,21.78,0.97,UK
2003,Russia,Manned,3.57,0.63,Russia
2019,Israel,Unmanned,7.45,0.82,Israel
2018,Germany,Manned,12.2,0.53,Germany
2019,India,Unmanned,8.21,0.53,India
2005,Japan,Unmanned,46.6,0.89,Japan
2010,Japan,Manned,10.14,0.66,Japan
2017,Germany,Manned,37.13,0.83,Germany
2023,Germany,Unmanned,19.16,0.93,Germany
2005,China,Unmanned,23.22,0.73,China
2025,Russia,Unmanned,8.88,0.87,Russia
2022,Japan,Manned,39.54,0.89,Japan
2012,UAE,Manned,24.77,0.55,UAE
2014,India,Manned,45.37,0.65,India
2025,India,Manned,48.51,0.58,India
2007,Russia,Unmanned,26.74,0.66,Russia
2019,UAE,Manned,34.83,0.82,UAE
2003,India,Manned,5.65,0.95,India
2021,UAE,Unmanned,47.34,0.96,UAE
2002,ULA,Manned,23.1,0.7,China
2017,ULA,Manned,37.67,1.0,UK
2003,Israel,Unmanned,48.5,0.85,Israel
2012,Germany,Manned,8.75,0.51,Germany
2023,UAE,Unmanned,44.18,0.74,UAE
2016,Japan,Unmanned,20.26,0.83,Japan
2020,Israel,Unmanned,1.71,0.97,Israel
2022,UAE,Unmanned,44.03,0.57,UAE
2007,UAE,Manned,21.03,0.97,UAE
2018,Israel,Manned,44.79,0.58,Israel
2013,China,Unmanned,39.42,0.88,China
2000,UAE,Manned,46.67,0.61,UAE
2021,France,Manned,20.38,0.85,France
2012,UAE,Manned,4.47,0.54,UAE
2009,UAE,Unmanned,0.9,0.83,UAE
2010,USA,Manned,29.05,0.75,USA
2011,Germany,Manned,30.47,0.91,Germany
2023,France,Unmanned,48.63,0.62,France
2006,Japan,Manned,3.06,0.76,Japan
2001,India,Unmanned,23.97,0.57,India
2014,India,Manned,22.92,0.66,India
2014,Israel,Manned,21.95,0.97,Israel
2007,UAE,Manned,38.73,0.82,UAE
2013,Japan,Manned,21.71,0.5,Japan
2002,UK,Manned,44.45,0.95,UK
2013,Germany,Manned,12.45,0.55,Germany
2014,France,Manned,41.97,0.98,France
2019,UAE,Manned,29.32,0.56,UAE
2005,Israel,Unmanned,6.13,0.71,Israel
2004,India,Manned,24.85,0.67,India
2007,USA,Manned,39.55,0.69,USA
2019,UAE,Manned,42.9,0.92,UAE
2005,Israel,Unmanned,15.24,0.63,Israel
2000,Russia,Manned,48.14,0.93,Russia
2003,France,Unmanned,14.01,0.6,France
2015,Russia,Unmanned,44.47,0.84,Russia
2019,India,Manned,19.46,1.0,India
2005,Japan,Unmanned,4.84,0.94,Japan
2016,Israel,Manned,5.79,0.6,Israel
2020,UK,Unmanned,26.65,0.59,UK
2003,Germany,Unmanned,39.84,0.92,Germany
2017,Russia,Unmanned,24.21,0.94,Russia
2009,Japan,Manned,21.28,0.6,Japan
2017,France,Unmanned,42.31,0.97,France
2018,Russia,Unmanned,27.37,0.77,Russia
2024,Russia,Unmanned,42.86,0.98,Russia
2006,USA,Unmanned,29.47,0.51,USA
2006,Japan,Manned,17.91,0.82,Japan
2001,Russia,Unmanned,21.11,0.77,Russia
2019,Russia,Manned,15.28,0.66,Russia
2020,Russia,Manned,27.83,0.7,Russia
2016,Germany,Manned,23.12,0.58,Germany
2004,France,Manned,49.97,0.83,France
2024,India,Unmanned,49.18,0.75,India
2011,Germany,Manned,35.21,0.93,Germany
2008,UK,Unmanned,4.86,0.61,UK
2013,Israel,Unmanned,21.35,0.68,Israel
2011,France,Unmanned,46.25,0.86,France
2010,ULA,Manned,17.68,0.67,UK
2021,UK,Unmanned,49.53,0.73,UK
2001,UK,Unmanned,45.02,0.54,UK
2012,India,Manned,22.16,0.81,India
2011,UAE,Unmanned,27.0,0.6,UAE
2011,Germany,Manned,14.67,0.97,Germany
2025,Russia,Manned,15.7,0.8,Russia
2013,China,Manned,34.89,0.65,China
2020,Japan,Unmanned,34.58,0.61,Japan
2023,UK,Unmanned,45.81,1.0,UK
2022,Germany,Manned,31.03,0.69,Germany
2014,France,Unmanned,9.98,0.52,France
2007,Russia,Unmanned,24.66,0.93,Russia
2001,UK,Manned,42.45,0.51,UK
2022,India,Manned,11.57,0.82,India
2015,Russia,Unmanned,27.56,0.65,Russia
2020,Germany,Manned,27.57,0.75,Germany
2017,UK,Unmanned,32.62,0.87,UK
2006,Japan,Unmanned,40.33,1.0,Japan
2024,Germany,Unmanned,35.8,0.75,Germany
2016,India,Unmanned,11.79,0.78,India
2001,UAE,Manned,25.98,0.82,UAE
2019,Russia,Unmanned,38.48,0.69,Russia
2002,UK,Unmanned,44.86,0.85,UK
2023,Israel,Manned,6.63,0.85,Israel
2017,India,Manned,20.76,0.53,India
2024,Israel,Unmanned,16.36,0.78,Israel
2013,USA,Unmanned,37.83,0.57,USA
2007,China,Unmanned,1.03,0.53,China
2002,Germany,Manned,37.88,0.83,Germany
2010,USA,Manned,38.89,0.5,USA
2010,Germany,Unmanned,5.05,0.51,Germany
2011,France,Manned,6.22,0.63,France
2012,USA,Unmanned,5.99,0.51,USA
2001,Germany,Unmanned,3.53,0.73,Germany
2015,USA,Manned,17.14,0.73,USA
2009,France,Manned,32.29,0.5,France
2000,Japan,Unmanned,12.37,0.79,Japan
2006,Israel,Manned,17.19,0.5,Israel
2024,Germany,Unmanned,27.94,0.56,Germany
2025,Japan,Unmanned,46.19,0.83,Japan
2020,UK,Manned,8.83,0.96,UK
2019,Japan,Manned,22.56,0.84,Japan
2010,ULA,Manned,22.86,0.71,UK
2008,China,Unmanned,10.06,0.83,China
2011,China,Unmanned,24.79,0.83,China
2025,ULA,Manned,8.89,0.78,Russia
2004,UK,Unmanned,13.53,0.6,UK
2022,China,Unmanned,19.07,1.0,China
2011,UK,Manned,47.12,0.92,UK
2023,France,Manned,17.65,0.7,France
2002,China,Manned,33.41,0.87,China
2003,Israel,Manned,4.66,0.56,Israel
2018,Israel,Manned,11.82,0.5,Israel
2021,UAE,Unmanned,5.44,0.72,UAE
2003,Japan,Manned,24.54,0.64,Japan
2006,UK,Manned,40.45,1.0,UK
2014,Germany,Unmanned,33.68,0.57,Germany
2024,France,Unmanned,40.04,0.97,France
2020,UAE,Unmanned,17.65,0.55,UAE
2004,China,Unmanned,26.27,0.83,China
2024,Germany,Unmanned,49.43,0.65,Germany
2001,Russia,Unmanned,29.43,0.53,Russia
2016,Israel,Unmanned,39.99,0.52,Israel
2020,India,Manned,15.12,0.72,India
2018,Germany,Manned,29.4,0.92,Germany
2004,UAE,Unmanned,48.69,0.91,UAE
2014,Japan,Manned,34.24,0.55,Japan
2011,USA,Unmanned,18.75,1.0,USA
2004,UAE,Unmanned,48.12,0.65,UAE
2011,Japan,Unmanned,43.42,0.71,Japan
2009,UAE,Manned,1.9,0.76,UAE
2021,Germany,Unmanned,30.58,0.96,Germany
2016,Russia,Manned,39.09,0.59,Russia
2007,India,Unmanned,41.97,0.78,India
2021,UAE,Manned,42.23,0.92,UAE
2017,Germany,Unmanned,16.06,0.63,Germany
2006,Russia,Manned,25.02,0.79,Russia
2013,Japan,Manned,3.2,0.96,Japan
2016,France,Manned,39.59,0.76,France
2018,UK,Manned,22.63,0.79,UK
2015,UAE,Manned,41.3,0.57,UAE
2019,Japan,Manned,23.15,0.6,Japan
2013,UAE,Manned,32.3,0.78,UAE
2008,USA,Unmanned,35.92,0.75,USA
2019,France,Manned,11.72,0.98,France
2001,India,Unmanned,14.12,0.67,India
2011,USA,Unmanned,23.75,0.75,USA
2025,USA,Unmanned,46.91,0.81,USA
2010,ULA,Manned,47.3,1.0,UAE
2022,India,Unmanned,20.56,0.66,India
2009,USA,Manned,29.12,0.84,USA
2009,France,Manned,9.03,0.89,France
2002,USA,Manned,22.11,0.83,USA
2014,Germany,Unmanned,1.97,0.84,Germany
2009,France,Manned,47.89,0.62,France
2001,Germany,Unmanned,7.41,0.87,Germany
2001,China,Unmanned,36.66,0.5,China
2013,Israel,Unmanned,42.2,0.5,Israel
2008,China,Unmanned,46.86,0.7,China
2018,USA,Unmanned,19.51,0.53,USA
2024,Japan,Unmanned,32.56,0.87,Japan
2007,UAE,Manned,27.39,0.67,UAE
2021,UK,Unmanned,14.48,0.99,UK
2022,UAE,Unmanned,34.02,0.53,UAE
2005,India,Unmanned,48.07,0.64,India
2013,UAE,Unmanned,31.38,0.77,UAE
2001,Japan,Manned,30.36,0.91,Japan
2013,Japan,Unmanned,31.64,0.51,Japan
2008,India,Unmanned,26.36,0.83,India
2011,China,Unmanned,29.08,0.99,China
2024,UK,Unmanned,2.31,0.97,UK
2008,China,Unmanned,29.73,0.6,China
2020,Israel,Manned,27.04,0.99,Israel
2023,India,Manned,44.59,0.79,India
2014,ULA,Manned,7.91,0.68,China
2001,India,Unmanned,0.7,0.93,India
2001,UK,Manned,2.82,0.81,UK
2013,UK,Unmanned,32.14,0.73,UK
2014,Japan,Unmanned,15.08,0.96,Japan
2000,UAE,Unmanned,10.05,0.57,UAE
2025,USA,Manned,45.44,0.5,USA
2017,UK,Manned,19.2,0.82,UK
2014,UAE,Unmanned,2.24,0.99,UAE
2002,USA,Manned,5.99,0.83,USA
2000,Russia,Unmanned,39.71,0.51,Russia
2001,UAE,Manned,23.24,0.81,UAE
2001,China,Manned,20.88,0.7,China
2005,USA,Unmanned,37.76,0.95,USA
2010,UAE,Unmanned,2.88,0.95,UAE
2018,USA,Manned,3.12,0.99,USA
2017,Russia,Manned,29.4,0.57,Russia
2012,Japan,Unmanned,7.56,0.69,Japan
2010,Russia,Unmanned,43.28,0.69,Russia
2017,UK,Manned,23.76,0.59,UK
2006,Germany,Manned,3.2,0.95,Germany
2013,Israel,Unmanned,27.24,0.6,Israel
2019,China,Manned,22.01,0.87,China
2003,France,Unmanned,46.77,0.65,France
2024,UAE,Unmanned,7.8,0.75,UAE
2017,China,Manned,18.86,0.9,China
2003,Japan,Unmanned,24.31,0.52,Japan
2022,France,Unmanned,3.78,0.76,France
2024,Germany,Unmanned,1.24,0.83,Germany
2019,Japan,Unmanned,6.89,0.61,Japan
2023,USA,Manned,44.55,0.93,USA
2013,Germany,Unmanned,48.98,0.72,Germany
2009,India,Unmanned,36.11,0.7,India
2022,USA,Unmanned,42.1,0.74,USA
2002,USA,Manned,11.14,1.0,USA
2010,France,Unmanned,40.5,0.51,France
2021,France,Manned,11.44,0.62,France
2019,USA,Manned,23.41,0.88,USA
2019,USA,Unmanned,1.79,0.84,USA
2005,Israel,Manned,49.87,0.61,Israel
2013,UAE,Manned,32.37,0.82,UAE
2021,USA,Unmanned,17.99,0.59,USA
2002,China,Unmanned,22.58,0.84,China
2009,USA,Manned,30.19,0.68,USA
2014,USA,Manned,23.22,0.52,USA
2019,USA,Manned,21.52,0.83,USA
2022,France,Manned,4.35,0.66,France
2000,China,Unmanned,36.89,1.0,China
2008,France,Manned,10.56,0.94,France
2001,Russia,Unmanned,43.9,0.52,Russia
2020,Germany,Manned,14.77,0.52,Germany
2020,USA,Manned,33.38,0.7,USA
2011,UAE,Unmanned,49.42,0.97,UAE
2018,France,Unmanned,15.57,0.78,France
2023,Japan,Manned,20.48,0.91,Japan
2000,ULA,Unmanned,26.54,0.94,Israel
2021,USA,Manned,39.56,0.7,USA
2004,India,Manned,12.47,0.99,India
2025,China,Unmanned,29.9,0.65,China
2006,Japan,Unmanned,1.5,0.57,Japan
2010,Germany,Unmanned,1.52,0.99,Germany
2005,France,Manned,34.81,0.97,France
2004,Russia,Manned,17.81,0.6,Russia
2017,Russia,Unmanned,15.99,0.66,Russia
2021,China,Unmanned,20.75,0.99,China
2019,Japan,Manned,30.41,0.96,Japan
2002,Israel,Unmanned,19.37,0.94,Israel
2013,Israel,Manned,49.61,0.84,Israel
2012,China,Manned,43.0,0.55,China
2002,China,Unmanned,0.56,0.75,China
2001,Russia,Unmanned,14.3,0.64,Russia
2011,China,Manned,16.47,0.85,China
2010,India,Manned,46.57,0.76,India
2020,UAE,Manned,32.65,0.81,UAE
2011,UK,Manned,6.3,0.81,UK
2006,India,Unmanned,17.24,0.77,India
2023,Israel,Manned,27.81,0.62,Israel
2006,Russia,Unmanned,22.1,0.99,Russia
2001,Russia,Unmanned,42.91,0.9,Russia
2013,UAE,Manned,17.62,1.0,UAE
2010,Germany,Manned,35.48,0.74,Germany
2000,France,Manned,45.48,0.56,France
2008,India,Manned,47.33,0.63,India
2001,France,Unmanned,3.02,0.92,France
2024,China,Manned,44.73,0.8,China
2004,Russia,Unmanned,5.62,0.57,Russia
2021,UAE,Manned,17.42,0.86,UAE
2019,France,Manned,29.38,0.95,France
2017,Japan,Unmanned,33.03,0.6,Japan
2025,ULA,Manned,34.11,0.53,UAE
2017,Israel,Manned,6.74,0.92,Israel
2005,India,Manned,14.42,0.63,India
2008,India,Manned,49.83,0.67,India
2019,UK,Unmanned,10.34,0.85,UK
2003,ULA,Unmanned,17.05,0.54,Russia
2023,UK,Unmanned,9.64,0.55,UK
2004,UAE,Unmanned,48.56,0.64,UAE
2002,UAE,Unmanned,7.59,0.77,UAE
2022,France,Unmanned,35.22,0.61,France
2001,Russia,Unmanned,36.87,0.91,Russia
2005,Russia,Unmanned,18.37,0.84,Russia
2017,Israel,Manned,43.29,0.93,Israel
2000,Russia,Manned,41.92,0.78,Russia
2017,Israel,Unmanned,6.68,0.53,Israel
2019,USA,Manned,20.79,0.95,USA
2012,USA,Manned,6.94,0.56,USA
2004,China,Manned,38.16,0.83,China
2011,ULA,Unmanned,1.88,0.99,Israel
2005,France,Unmanned,21.16,0.89,France
2006,USA,Manned,35.17,0.98,USA
2007,UK,Unmanned,7.3,0.68,UK
2013,Japan,Manned,44.08,0.82,Japan
2015,UK,Manned,44.81,0.79,UK
2009,USA,Manned,47.25,0.52,USA
2024,UK,Manned,13.04,0.89,UK
2022,France,Unmanned,12.22,0.84,France
2019,India,Manned,24.06,0.66,India
2014,Israel,Unmanned,45.77,0.94,Israel
2002,Germany,Manned,4.65,0.76,Germany
2019,Israel,Manned,2.94,0.96,Israel
2011,Israel,Unmanned,26.81,0.56,Israel
2004,India,Unmanned,39.58,0.92,India
2004,UK,Unmanned,7.59,0.71,UK
2013,Japan,Manned,10.35,0.86,Japan
2021,France,Unmanned,39.58,0.55,France
2011,India,Unmanned,45.46,0.86,India
2001,UK,Manned,12.97,0.86,UK
2020,Japan,Unmanned,25.63,0.84,Japan
2024,Germany,Unmanned,28.33,0.77,Germany
2010,France,Manned,15.22,0.69,France
2018,China,Unmanned,46.56,0.91,China
2015,India,Unmanned,20.69,0.76,India
2021,UK,Unmanned,5.8,0.86,UK
2017,France,Unmanned,8.09,0.63,France
2025,USA,Manned,1.53,0.5,USA
2004,France,Manned,12.0,0.51,France
2018,Germany,Manned,47.61,0.65,Germany
2006,Japan,Manned,16.49,0.53,Japan
2022,ULA,Unmanned,43.1,0.85,Germany
2012,Israel,Manned,27.41,0.91,Israel
2024,India,Manned,33.81,0.81,India
2013,India,Manned,25.88,0.56,India
2015,UK,Unmanned,33.68,1.0,UK
2024,UK,Unmanned,38.55,0.89,UK
2021,Israel,Unmanned,4.17,0.97,Israel
2021,ULA,Unmanned,33.84,0.65,Japan
2018,China,Unmanned,19.29,0.88,China
2000,ULA,Unmanned,4.41,0.61,China
2006,Japan,Unmanned,22.51,0.91,Japan
2005,France,Unmanned,34.26,0.76,France
2015,Japan,Manned,6.89,0.95,Japan
2000,UK,Manned,43.8,0.79,UK
2006,France,Unmanned,6.73,0.73,France
2006,France,Unmanned,43.09,0.78,France
2005,Germany,Unmanned,31.14,0.61,Germany
2019,USA,Unmanned,29.84,0.85,USA
2015,China,Unmanned,45.73,0.78,China
2002,USA,Unmanned,10.69,0.71,USA
2002,Russia,Unmanned,26.31,0.72,Russia
2001,UK,Manned,44.24,0.54,UK
2001,France,Unmanned,9.12,0.79,France
2018,France,Unmanned,13.63,0.79,France
2021,Russia,Manned,48.15,0.83,Russia
2006,Israel,Unmanned,26.58,0.53,Israel
2007,Israel,Manned,10.15,0.66,Israel
2009,India,Manned,2.37,0.56,India
2014,UAE,Manned,25.01,0.99,UAE
2016,UK,Manned,4.33,0.85,UK
2012,Germany,Manned,27.68,0.58,Germany
2007,France,Unmanned,26.25,0.64,France
2011,Japan,Unmanned,31.15,0.87,Japan
2008,Japan,Unmanned,43.63,0.55,Japan
2009,France,Manned,32.67,0.51,France
2002,UK,Manned,30.47,0.66,UK
2002,France,Manned,11.28,0.69,France
2025,ULA,Manned,6.9,0.98,Russia
2024,India,Unmanned,2.11,0.54,India
2006,Russia,Manned,42.72,0.95,Russia
2015,UAE,Manned,32.88,0.62,UAE
2013,UK,Manned,4.83,0.91,UK
2001,USA,Manned,48.65,0.63,USA
2005,Japan,Unmanned,38.05,0.69,Japan
2015,India,Unmanned,22.97,0.54,India
2016,Japan,Manned,22.35,0.62,Japan
2000,France,Manned,5.32,0.67,France
2019,USA,Unmanned,7.03,0.67,USA
2014,India,Unmanned,18.97,0.93,India
2008,UK,Manned,7.73,0.66,UK
2020,France,Unmanned,6.5,0.56,France
2002,China,Unmanned,21.88,0.63,China
2013,France,Unmanned,36.8,0.9,France
2007,UK,Unmanned,32.3,0.85,UK
2012,Germany,Unmanned,23.78,0.98,Germany
2024,Germany,Manned,8.88,0.73,Germany
2002,Germany,Manned,32.15,0.7,Germany
2004,Israel,Manned,38.94,0.94,Israel
2010,France,Unmanned,49.87,0.92,France
2000,India,Manned,28.95,0.86,India
2016,Japan,Manned,46.79,0.7,Japan
2018,USA,Unmanned,0.67,0.94,USA
2021,UK,Unmanned,43.52,0.97,UK
2004,Germany,Manned,29.13,0.83,Germany
2004,Germany,Manned,40.33,0.54,Germany
2023,USA,Unmanned,26.72,0.88,USA
2006,UAE,Manned,25.3,0.67,UAE
2014,UK,Unmanned,42.09,0.73,UK
2000,Germany,Manned,32.31,0.65,Germany
2012,UK,Manned,17.58,0.51,UK
2022,UAE,Unmanned,31.57,0.73,UAE
2017,UK,Unmanned,34.44,0.51,UK
2004,UAE,Manned,1.19,0.79,UAE
2005,USA,Unmanned,2.53,0.62,USA
2023,France,Unmanned,49.5,0.96,France
2021,ULA,Unmanned,21.96,0.57,China
2019,USA,Unmanned,11.86,0.63,USA
2011,China,Manned,40.49,0.93,China
2023,UAE,Unmanned,15.65,0.61,UAE
2011,China,Manned,16.63,0.56,China
2001,China,Unmanned,24.67,1.0,China
2011,ULA,Unmanned,37.44,0.71,Israel
2022,Germany,Unmanned,35.09,0.82,Germany
2000,UAE,Unmanned,30.18,1.0,UAE
2021,France,Unmanned,19.64,0.81,France
2004,USA,Manned,36.2,0.92,USA
2003,Japan,Unmanned,3.93,0.87,Japan
2010,UK,Manned,28.71,0.53,UK
2004,Israel,Unmanned,34.61,0.82,Israel
2000,USA,Manned,44.18,0.5,USA
2022,France,Manned,36.08,0.99,France
2002,UK,Manned,41.28,0.74,UK
2005,India,Unmanned,7.66,0.81,India
2019,India,Unmanned,43.23,0.76,India
2009,France,Unmanned,42.96,0.82,France
2015,India,Manned,28.65,0.73,India
2017,France,Unmanned,31.63,0.96,France
2018,Russia,Unmanned,48.13,0.79,Russia
2008,China,Unmanned,45.32,0.7,China
2010,UAE,Unmanned,47.04,0.78,UAE
2015,USA,Unmanned,46.91,0.69,USA
2019,Israel,Unmanned,29.22,0.69,Israel
2010,Germany,Unmanned,6.31,0.61,Germany
2013,China,Unmanned,48.62,0.53,China
2009,UK,Manned,36.87,0.73,UK
2016,Japan,Unmanned,23.01,0.71,Japan
2002,UAE,Manned,25.2,0.87,UAE
2007,USA,Unmanned,22.4,0.52,USA
2009,UK,Unmanned,24.77,0.68,UK
2013,Japan,Manned,4.28,0.89,Japan
2020,France,Unmanned,32.02,0.64,France
2019,France,Unmanned,21.11,0.61,France
2007,China,Unmanned,16.8,0.72,China
2022,ULA,Manned,24.92,0.84,China
2007,Germany,Unmanned,37.72,0.89,Germany
2013,USA,Manned,47.37,0.6,USA
2009,UK,Manned,40.97,0.97,UK
2013,Germany,Manned,7.3,0.84,Germany
2000,India,Unmanned,33.68,0.69,India
2011,Japan,Unmanned,11.07,0.77,Japan
2007,India,Unmanned,42.97,0.75,India
2004,UAE,Unmanned,27.02,0.63,UAE
2016,UAE,Unmanned,0.82,0.99,UAE
2015,Germany,Unmanned,33.65,0.8,Germany
2018,India,Manned,45.29,0.59,India
2013,Russia,Manned,29.51,0.75,Russia
2014,Russia,Manned,37.64,0.94,Russia
2018,UK,Manned,31.23,0.73,UK
2004,Russia,Unmanned,18.87,0.51,Russia
2018,UAE,Unmanned,36.83,0.58,UAE
2020,UK,Unmanned,27.17,0.56,UK
2025,USA,Unmanned,5.95,0.88,USA
2014,France,Unmanned,6.22,0.77,France
2009,India,Manned,26.58,1.0,India
2008,Japan,Unmanned,5.97,0.6,Japan
2019,UAE,Unmanned,1.31,0.88,UAE
2005,Germany,Manned,29.2,0.79,Germany
2013,Japan,Unmanned,41.05,0.51,Japan
2016,France,Manned,37.71,0.69,France
2025,Russia,Manned,29.1,0.66,Russia
2003,France,Unmanned,19.92,0.82,France
2006,China,Unmanned,44.5,0.7,China
2008,Israel,Unmanned,3.13,0.97,Israel
2022,China,Unmanned,15.99,0.89,China
2004,Israel,Manned,40.25,0.84,Israel
2018,Israel,Manned,9.45,0.61,Israel
2023,China,Manned,22.11,0.68,China
2009,France,Manned,47.72,0.96,France
2020,India,Unmanned,14.58,0.83,India
2002,Russia,Manned,13.69,0.66,Russia
2014,Japan,Manned,20.51,0.95,Japan
